Population,300,Universe,1,Universe
pID,sno,ETA,@U,ETD,>U,@Role,@Mx,Age,FamKey,23-24,00-01,02-05,05-06,06-07,07-08,08-09,09-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-00
30,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
31,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
32,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
33,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
34,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
35,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
36,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
37,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
38,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
39,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
40,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
41,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
42,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
43,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
44,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
45,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
46,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
47,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
48,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
49,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
50,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
51,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
52,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
53,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
54,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
55,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
56,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
57,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
58,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
59,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
60,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
61,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
62,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
63,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
64,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
65,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
66,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
67,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
68,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
69,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
70,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
71,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
72,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
73,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
74,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
75,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
76,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
77,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
78,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
79,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
80,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
81,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
82,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
83,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
84,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
85,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
86,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
87,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
88,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
89,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
90,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
91,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
92,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
93,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
94,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
95,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
96,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
97,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
98,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
99,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
100,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
101,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
102,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
103,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
104,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
105,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
106,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
107,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
108,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
109,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
110,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
111,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
112,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
113,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
114,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
115,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
116,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
117,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
118,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
119,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
120,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
121,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
122,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
123,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
124,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
125,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
126,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
127,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
128,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
129,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
130,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
131,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
132,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
133,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
134,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
135,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
136,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
137,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
138,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
139,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
140,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
141,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
142,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
143,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
144,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
145,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
146,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
147,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
148,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
149,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
150,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
151,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
152,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
153,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
154,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
155,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
156,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
157,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
158,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
159,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
160,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
161,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
162,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
163,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
164,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
165,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
166,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
167,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
168,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
169,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
170,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
171,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
172,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
173,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
174,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
175,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
176,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
177,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
178,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
179,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
180,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
181,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
182,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
183,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
184,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
185,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
186,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
187,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
188,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
189,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
190,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
191,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
192,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
193,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
194,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
195,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
196,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
197,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
198,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
199,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
200,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
201,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
202,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
203,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
204,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
205,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
206,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
207,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
208,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
209,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
210,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
211,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
212,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
213,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
214,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
215,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
216,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
217,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
218,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
219,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
220,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
221,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
222,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
223,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
224,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
225,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
226,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
227,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
228,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
229,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
230,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
231,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
232,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
233,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
234,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
235,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
236,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
237,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
238,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
239,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
240,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
241,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
242,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
243,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
244,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
245,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
246,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
247,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
248,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
249,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
250,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
251,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
252,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
253,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
254,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
255,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
256,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
257,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
258,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
259,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
260,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
261,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
262,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
263,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
264,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
265,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
266,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
267,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
268,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
269,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
270,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
271,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
272,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
273,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
274,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
275,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
276,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
277,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
278,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
279,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
